course_id,name,slug,description,course_status,workload,start_date,primary_languages,subtitle_languages,certificates,partner_ids,partner_count,photo_url,preview_link,is_georestricted,extracted_at
tNI8Ov06Eeyt8Q7irWwuzw,Data Science Decisions in Time: Using Causal Information,data-science-decisions-in-time-using-causal-information,"This is the fourth course in the specialization and is aimed at those with basic knowledge of statistics, probability and linear algebra.  It will prove to be especially interesting for those with datasets that are being used to make decisions: either business, medical, or technology based.",launched,3-5 hours/week,1723074641614,en,"hu, uz, kk","VerifiedCert, Specialization",8,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/95/fab46a5129457b9306c4d3e7ff1369/Placeholder_Making_Decisions_in_Time.png,,False,2026-05-06T11:05:54.094918Z
5ckqRLZmEe-JHhL4HU-TUQ,Essential Concepts of Vector Databases,packt-essential-concepts-of-vector-databases-zj8v3,"Updated in May 2025.
 
This course now features Coursera Coach!
 
A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

In this comprehensive course, you will gain a deep understanding of vector databases, their structure, and how they differ from traditional databases. By exploring fundamental concepts, including their benefits and real-world applications, you ",launched,,1737986634189,en,"kk, es",VerifiedCert,1734,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/08/4988fe316d412dbd7448f874560603/V31735.jpg,,False,2026-05-06T11:05:54.094924Z
tEqImn2kEeWb-BLhFdaGww,Pro Tools Basics,protools,"Producing music is an incredibly creative process, and knowing the tools of the trade is essential in order to transmit the musical ideas in your head into the DAW in a creative and uninhibited way.  Whether you have used a computer to create music before, or you have been curious about production for years, this 4-week course will give you an introductory look into the world of Avid Pro Tools and Pro Tools First.",launched,"4 weeks of study, 3-5 hours a week.",1455311734103,en,"ar, fr, bn, uk, zh-CN, el, it, pt-BR, nl, ko, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl","VerifiedCert, Specialization",21,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/a7/8cab70b64911e5ac993db8020e54a5/Pt101.jpg,,False,2026-05-06T11:05:54.094930Z
OUaxU9ptEfCxtAr_9k9x9Q,Analyze Employee Performance Using Excel Pivot Tables,analyze-employee-performance-excel-pivot-tables,"By the end of this course, learners will be able to analyze employee performance data, calculate performance-based increments, build and refine Pivot Tables, compare results across departments and locations, and evaluate budget deviations to support data-driven decisions.

This course provides a practical, hands-on case study focused on employee performance ratings, designed to help learners move beyond basic Excel functions into real-world analytical thinking. Learners will begin by understandi",launched,,1769550192529,en,,"VerifiedCert, Specialization",1501,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/9f/309ce82e8d41009e7592135d7706e0/164_1.png,,False,2026-05-06T11:05:54.094938Z
CVJg1EYkEeejjw678ALX-g,Design Patterns,design-patterns,"This course extends object-oriented analysis and design by incorporating design patterns to create interactive applications. Through a survey of established design patterns, you will gain a foundation for more complex software applications. Finally, you will identify problematic software designs by referencing a catalog of code smells.

You will be challenged in the Capstone Project to redesign an existing Java-based Android application to implement a combination of design patterns. You will als",launched,"Four weeks of study, 5 – 8 hours/week",1504539796689,en,"ar, fr, bn, uk, pt, zh-CN, el, it, vi, nl, ko, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl","VerifiedCert, Specialization",146,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f2/5594d0722911e7ac442b4b34df2042/SDA-Courseralogos-C2-option1.png,,False,2026-05-06T11:05:54.094944Z
lkByFdBnEfCgnQ6rmSK97Q,Crystal Reports: SQL Statements and Complex Formulas,crystal-reports-sql-statements-complex-formulas-lo095028,"In this course, you'll continue developing your data-reporting skills in Crystal Reports by using Structured Query Language (SQL) statements to create and summarize report data, as well as create joins and subqueries. You'll also create more complex formulas by working with loops and arrays. These tools and techniques provide you with even greater control over how your data is presented.

This is the third course in a multi-course Specialization.

All of the courses in this Specialization requir",launched,,1769020635959,en,,"VerifiedCert, Specialization",4045,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/02/8ba4793fc846fba8a6f8d40e353408/Slide4.png,,False,2026-05-06T11:05:54.094950Z
ugYGWhagEe-d6hIj26omoQ,Introduction to Workflow Management,introduction-to-workflow-management,"Analyzing and effectively managing workflows is essential for every organization. Workflow inefficiencies have a direct effect on an organization’s profitability. Managing workflows and the logistics surrounding it is imperative. Everyday teams in every company around the work are using workflows to deliver value. The role of the leader, then, is to ensure that the workflows are the correct ones and are enabling the right value at the right time. It is crucial that more leaders understand workfl",launched,2 Hour,1728975509121,en,"uz, kk","VerifiedCert, Specialization",1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/89/d35b75ef824755bebba20a32960b45/BATCH-6-1200X1200-2-.png,,False,2026-05-06T11:05:54.094958Z
CJlO86ktEeyjPxJkzIUqCw,Bracketology with Google Machine Learning,googlecloud-bracketology-with-google-machine-learning-5ytsd,This is a self-paced lab that takes place in the Google Cloud console. In this lab you use Machine Learning (ML) to analyze the public NCAA dataset and predict NCAA tournament brackets.,launched,1 hour,1648748515893,en,,VerifiedCert,443,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/9b/8c0fcac53f460384b44f61ce2e4052/Logo-Image_GC-Projects.png,,False,2026-05-06T11:05:54.094964Z
yO13mkySEeW_MgoxMAgbMQ,Greening the Economy: Sustainable Cities,gte-sustainable-cities,"How can we shape our urban development towards sustainable and prosperous futures?

This course explores sustainable cities as engines for greening the economy in Europe and around the world. We place cities in the context of sustainable urban transformation and climate change. We connect the key trends of urbanization, decarbonisation and sustainability. We examine how visions, experiments and innovations can transform urban areas. And we look at practices (what is happening in cities at presen",launched,"5 weeks of study, 5 hours/week.",1453147988595,en,"ar, fr, bn, uk, zh-CN, el, it, pt-BR, vi, nl, ko, or, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl","VerifiedCert, Specialization",199,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e8/904b28a7ca4315b625a59c76acbb08/SC-2019-cropped.png,,False,2026-05-06T11:05:54.094970Z
O3LHo0QTEe-YIQr_7tz45w,"User Interface Design: Principles, Prototyping, Practices",user-interface-design-principles-prototyping-practices,"""User Interface Design: Principles, Prototyping, Practices"" is a comprehensive course designed to provide foundational knowledge and practical skills in UI design. This course covers essential topics including the principles of UI design, the workflow of prototyping, and best practices in creating visually appealing and user-friendly interfaces. Participants will learn through a combination of theoretical lessons and hands-on activities, gaining insights into user needs, prototyping techniques, ",launched,1 Hour,1721998810776,en,"ar, fr, uz, de, es, kk","VerifiedCert, Specialization",1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/d7/c0b3010222457db23b3bd6361e067a/BATCH-6-1200X1200-1-.png,,False,2026-05-06T11:05:54.094976Z
n5c6ycSpEe-21A5KKJdafQ,"AZ-104: Azure Storage, Compute, Containers, and Automation",packt-az-104-azure-storage-compute-containers-and-autoamtion-pps7c,"Updated in May 2025.

This course now features Coursera Coach! 

A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.  

Unlock the full potential of Microsoft Azure with this comprehensive course on storage, compute, containers, and automation. You’ll learn to manage complex cloud environments while building expertise in configuring and deploying Azure services",launched,,1738591244527,en,"ar, fr, uz, de, es, kk","VerifiedCert, Specialization",1734,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f5/26695b3b804d3d8ef21328eb40ad34/image5.jpg,,False,2026-05-06T11:05:54.094983Z
snIby_baEe6b_Ar_9IRNEQ,Evolución: Síntesis extendida,sintesisextendida,"En este curso desarrollarás una visión amplia de la biología evolutiva así como su comprensión, explicación y el desarrollo de las habilidades que le permitan argumentar las diferencias entre la síntesis moderna y la síntesis extendida; la relación entre evolución y biología del desarrollo (Evo-Devo), la complejidad de los conceptos centrales de la plasticidad fenotípica, la herencia inclusiva, y la teoría de la construcción de nichos. Además, desarrollarás  habilidades para aplicar el marco de ",launched,,1714053988922,es,,"VerifiedCert, Specialization",58,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/d1/4ffd50b9914d849d0cbca8d3e3e4bc/evoIII.jpeg,,False,2026-05-06T11:05:54.094989Z
75TPppoQEeaeaRLE7qfOBA,Positive Psychology Specialization Project: Design Your Life for Well-being,positive-psychology-project,"You are encouraged to take the first four courses of the Foundations of Positive Psychology Specialization before starting this course and completing the Specialization Project. This course, taught by Dr. Martin E.P. Seligman brings all the key concepts from the first four courses to practice as you develop and test a new positive intervention for an audience of your choice. You identify opportunities in your daily life to increase the wellbeing by using knowledge you developed in the first four",launched,"4 weeks of study, 2-5 hours per week.",1495350142789,en,"ar, fr, bn, uk, zh-CN, el, it, pt-BR, vi, nl, ko, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl","VerifiedCert, Specialization",6,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/07/b68a40c20411e68f50e962790277d4/PositivePsychology_MOOC_Icons_Course5.jpg,,False,2026-05-06T11:05:54.094995Z
d5CWKvhvEeSBSSIAC7JSBQ,VLSI CAD Part II: Layout,vlsi-cad-layout,"You should complete the VLSI CAD Part I: Logic course before beginning this course.

A modern VLSI chip is a remarkably complex beast:  billions of transistors, millions of logic gates deployed for computation and control, big blocks of memory, embedded blocks of pre-designed functions designed by third parties (called “intellectual property” or IP blocks).  How do people manage to design these complicated chips?  Answer:  a sequence of computer aided design (CAD) tools takes an abstract descrip",launched,,1499625756948,en,"ar, fr, bn, uk, zh-CN, el, it, pt-BR, nl, ko, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl",VerifiedCert,17,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/86/666d339fc14df589170a7fc79a7d39/large-icon-attr.png,,False,2026-05-06T11:05:54.095002Z
NnsavYayEeuGxgoh2tcx3w,أساسيات تحليل البيانات باستخدام بايثون وباندا,data-analysis-python-pandas-ar,"في هذه الدورة التدريبية القائمة على المشروع والتي تستغرق ساعة ونصف تقريباً ستتعلم كيفية تحليل البيانات باستخدام لغة البرمجة بايثون. ستتعرف على مكتبات تحليل البيانات والتعامل مع الأرقام في بايثون، كما ستتعلم كيفية تنظيف البيانات وترتيبها لتهيئتها للتحليل وكيفية الحصول على إجابات للأسئلة المتعلقة بالبيانات التي لديك.

سنقوم باستخدام جوبيتر نوتبوك لكتابة الأكواد وتنفيذها والحصول على رسومات بيانية تمثل البيانات.

لا يوجد متطلبات سابقة للبدء بالمشروع حيث أن هذا المشروع هو للمبتدئين تماما في تحليل الب",launched,2 hours,1620672155242,ar,,VerifiedCert,1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/37/9492670a944b07bbb2945b610ea699/pexels-burak-k-186461.jpg,,False,2026-05-06T11:05:54.095008Z
2D5ghRIMEfGMqxJXqQYYkQ,Financial Analysis and Ratio Interpretation,financial-analysis-and-ratio-interpretation,"This course develops the ability to evaluate financial performance using core ratio analysis and structured financial analysis frameworks. Learners begin with profitability ratios and return metrics, examining how organizations generate earnings and deploy capital based on income statement and balance sheet data.

The course then explores liquidity ratios, efficiency ratios, and working capital management to assess operational effectiveness and short-term solvency. In the final module, learners ",launched,4 Hours,1772817938283,en,,"VerifiedCert, Specialization",1510,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/dd/8d45ab75a4424aafd0d88a096b067b/1200-x-1200-px-Financial-Analysis-and-Ratio-Interpretation.jpg,,False,2026-05-06T11:05:54.095013Z
6EWxW0jVEe-mywr_6bZvLw,벡터 검색 및 임베딩,vector-search-and-embeddings-ko,"이 과정에서는 AI 기반 검색 기술, 도구, 애플리케이션을 살펴봅니다. 벡터 임베딩을 활용하는 시맨틱 검색, 시맨틱 방식과 키워드 방식을 결합한 하이브리드 검색, 그라운딩된 AI 에이전트로서 AI 할루시네이션을 최소화하는 검색 증강 생성(RAG)에 대해 알아보세요. Vertex AI 벡터 검색을 활용해 지능형 검색 엔진을 빌드하는 실무 경험을 쌓을 수 있습니다.",launched,,1723156120847,ko,,VerifiedCert,443,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c0/33e2f245084d4fb3f6ce384116f3f3/GFX_Coursera_Asset_Full_1200x1200.png,,False,2026-05-06T11:05:54.095019Z
PypnGsCIEeqIWgqNFPWsWw,Introduction to Java,java-introduction,"This Course is the first of a series of courses that make up the Core Java Specialization.  The Core Java Specialization, in turn, is part of a series of programming specializations, derived from LearnQuest's private Java Bootcamps, designed to provide the skill set necessary to be hired as an IT developer using Java in many corporate environments.

This course includes hands-on practice and will give you a solid knowledge of the Java language. After completing this course, you will be able to i",launched,,1611080046035,en,"ar, fr, bn, uk, zh-CN, el, it, pt-BR, nl, ko, or, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl","VerifiedCert, Specialization",527,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/0a/8cd7f1b14344618b75142593bc7af8/JavaCupLogo800x800.png,,False,2026-05-06T11:05:54.095025Z
baumlTm8Eeeahg4SvlLy9A,API Security on Google Cloud's Apigee API Platform,api-security-apigee-gcp,"In this course, you learn how to secure your APIs. You explore the security concerns you will encounter for your APIs. You learn about OAuth, the primary authorization method for REST APIs. You will learn about JSON Web Tokens (JWTs) and federated security. You also learn about securing against malicious requests, safely sending requests across a public network, and how to secure your data for users of Apigee.

Through a combination of lectures, hands-on labs, and supplemental materials, you wil",launched,,1519662180645,en,"ar, fr, zh-CN, it, pt-BR, ko, de, id, es, ja","VerifiedCert, Specialization",443,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/d5/1a3640f0d311e7b588674c27e9b674/1.png,,False,2026-05-06T11:05:54.095033Z
wyAqfvvbEfCIzwr_2f29AQ,Innovative And Disruptive Thinking For Market Disruption,innovative-thinking,"Wn big by learning to think creatively and disruptively so that product or feature ideas will not only transform your business, but your entire industry of which you'll end up on top!

BALANCE INCREMENTAL GROWTH, INNOVATION, AND TRUE DISRUPTION

Every company needs incremental growth to steadily improve every day. If you don't focus on improving what's currently keeping your business operating, competitors might jump over you.

Of course, you can't focus on incremental growth alone. You must als",launched,,1770304496681,en,,"VerifiedCert, Specialization",4230,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/06/bc4127e3fb4ab7807ae60d6837e218/Untitled-design-3-.png,,False,2026-05-06T11:05:54.095038Z
XXZBGc97EeufchLeGgZGZQ,Relational Database Administration (DBA),relational-database-administration,"Get started with Relational Database Administration and Database Management in this self-paced course!  

This course begins with an introduction to database management; you will learn about things like the Database Management Lifecycle, the roles of a Database Administrator (DBA) as well as database storage. You will then discover some of the activities, techniques, and best practices for managing a database.  

You will also learn about database optimization, including updating statistics, slo",launched," 5 weeks of study, 2-4 hours / week",1637617419532,en,"ar, fr, bn, uz, uk, zh-CN, el, it, pt-BR, vi, nl, ko, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl","VerifiedCert, Specialization",348,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/9c/e99a2cc09045faa2272c8aec469b95/Database-Administration.jpg,,False,2026-05-06T11:05:54.095045Z
JlKWCXH0Ee-Quwr_1ABTmQ,Sustainability Reporting: From Regulation to Implementation,sustainability-reporting-from-regulation-to-implementation,"This course provides a comprehensive understanding of sustainability reporting and ESG (Environmental, Social, and Governance) practices. It emphasizes the integration of sustainability within business operations and effective communication through structured narratives, visual tools, and textual clarity to engage stakeholders and enhance corporate transparency. Participants will learn to navigate ESG ratings, optimize sustainability initiatives, and apply best practices in reporting to improve ",launched,,1729738772121,en,"kk, uz",VerifiedCert,17,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/5c/53fae7b60445b4a614fdc029b41cce/GIES_Icon_B.png,,False,2026-05-06T11:05:54.095050Z
gATho53PEfCqcQr_8-Efcw,NoSQL Databases: Analyze & Implement Scalable Systems,nosql-databases-analyze-implement-scalable-systems,"By the end of this course, learners will be able to explain the origins of NoSQL databases, evaluate their features and data models, compare ACID and BASE consistency approaches, apply workflow orchestration with Apache Oozie, and implement real-time stream processing using Apache Storm. They will also design recommendation systems, apply classification techniques, and implement clustering algorithms with Apache Mahout.

This course equips learners with both foundational knowledge and hands-on s",launched,,1762559301039,en,hu,"VerifiedCert, Specialization",1501,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c2/7a47bfd24149a1877975b7f648f1e0/561.1.jpg,,False,2026-05-06T11:05:54.095056Z
PXjhArl8Ee-Edgr_0TyPhw,Feedback Skills,packt-feedback-skills-zlnrj,"Updated in May 2025.

This course now features Coursera Coach!
 
A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

Master the art of effective communication with this comprehensive course on Feedback Skills. Gain essential insights into giving and receiving feedback, ensuring your communication is constructive and impactful. By the end of this course, you’ll",launched,,1737986519932,en,kk,"VerifiedCert, Specialization",1734,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/a1/a4aeeb88d740a2bd955ecda8d3821a/V31674.jpg,,False,2026-05-06T11:05:54.095062Z
UbzeVd84EfCd-xKyx35L5Q,Improve Focus And Concentration For A Longer Attention Span,focus,"Improve your focus and concentration, and immediately improve the quality of your work, and get better results in you work!

LEARN HOW TO IMPROVE FOCUS AS YOU WORK

Learn to narrow your focus on mentally challenging work, and concentrate for longer periods of time by eliminating different kinds of physical, auditory, and mental distractions.

SCIENCE-BASED APPROACH 

The strategies to improve focus and concentration presented in this course are backed by science, and leading scientific research.",launched,,1767737457857,en,,"VerifiedCert, Specialization",4230,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/34/6c3beadac7413c8dc7f430f5110cc1/Untitled-design---2026-02-19T215816.209.png,,False,2026-05-06T11:05:54.095070Z
LZZg6vhQEeWfYgqbi1xsdw,Chinese Characters for beginner 汉字,hanzi,"Welcome to ""Chinese Characters for beginner""!
This is an elementary course on learning Chinese characters. Together, we will start from the basic element of Chinese characters-- Strokes. Then we will learn 1,200 basic Chinese words composed of 240 commonly used Chinese characters, which begin with  “一”(one), including pronunciation, shape and meaning, so that to improve the learning effect. 

①  Each Chinese character is with pinyin;

②  Each Chinese character is shown in the form of animation i",launched,5-7 hours/week,1477679733728,zh-CN,,VerifiedCert,163,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/7a/726e00547311e5be2961689cf749f6/______1.jpg,,False,2026-05-06T11:05:54.095076Z
wFc3FhwIEeyf4Ar-aygVCw,Introducción a Hootsuite,introduccion-a-hootsuite,"En este proyecto, estaremos gestionando nuestras redes sociales para promover contenido a través de Hootsuite.

Nuestro objetivo será conocer las herramientas, requisitos y visualizar todos los recursos que brinda la aplicación.",launched,2 hours ,1633635891410,es,,VerifiedCert,1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c3/d5fce942024aa9a4a90e6573d1016e/Screen-Shot-2021-10-02-at-20.41.54.png,,False,2026-05-06T11:05:54.095081Z
XTo8QBI8Ee-zqA6_zzhdJQ,Data Analytics with Skills.AI: Create Data Visualizations,data-analytics-with-skills-ai-create-data-visualizations,"In this 1-hour long project-based course, you will learn how to Navigate and register on the Skills.AI platform effectively, Create infographics and visualize data using AI tools, and Interact with visual reports for enhanced insights.",launched,1 hours,1715872048011,en,"ar, fr, uk, zh-CN, el, it, pt-BR, nl, ko, de, ru, th, id, sv, tr, es, hi, ja, kk, hu, pl",VerifiedCert,1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/06/0d29f6b9504ff3ae9cc2ec6030c0b2/1985582.png,,False,2026-05-06T11:05:54.095089Z
VUftr4VqEfCCSg698sr4dw,Master Machine Learning with TensorFlow: Basics to Advanced,master-machine-learning-tensorflow-basics-advanced,"By the end of this course, learners will be able to build, train, and evaluate machine learning and deep learning models using Python, Scikit-learn, and TensorFlow. They will confidently preprocess datasets, apply classical algorithms, visualize insights, and design neural networks to solve real-world problems.

This hands-on program takes students from zero to hero, beginning with the foundations of machine learning and progressing through data wrangling, visualization, preprocessing, and model",launched,,1758546063782,en,"ar, fr, de, hu",VerifiedCert,1501,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/92/cc564c0ad04c18998e1ee0b4dd1d38/282.1.jpg,,False,2026-05-06T11:05:54.095095Z
GcU5B60nEe--Sgr_1Yn0gw,International Perspectives on Health and Nursing 健康和护理的国际化视角,international-perspectives-on-health-and-nursing,"The course “International Perspectives on Health and Nursing” will be given totally in English. It is a 6-week course with one topic in each week. Topics covered by this course include global health challenges, healthcare systems in different countries, nursing specialties and roles in different healthcare system, nursing education programs in various countries, nursing research agencies and status in different countries, and technologies that have changed nursing practice significantly.",launched,,1748278222236,en,,,163,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/31/aeb454a4fa4d89991d62d659fce1eb/96a813ef64c1e75becb1ef35bd6deaf.png,,False,2026-05-06T11:05:54.095100Z
ev2ENL4ZEfC2Qg6LcoECaw,Visualize Retention: Heatmaps & Clarity Unlocked,visualize-retention-heatmaps--clarity-unlocked,"Transform raw user retention data into compelling visual narratives that drive business decisions. This course empowers data analysts to master the art and science of retention visualization through advanced heatmap techniques and rigorous accessibility evaluation. You'll learn to calculate cohort retention rates, render time-based heatmaps with strategic event annotations, and critically assess visualizations for clarity, accessibility, and accuracy. By completing this course, you'll confidentl",launched,110 minutes,1767910869795,en,,"VerifiedCert, Specialization",1342,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/1b/a8e20c44a34d669291a77b530e4329/Logo-Image-1200-X-1200.png,,False,2026-05-06T11:05:54.095106Z
vq2XwnQ-EeWLqw7zlLhRzQ,Research Proposal: Initiating Research,research-proposal-initiating-research,"Market Research is a growing and important field that is used in many industries around the world. Given all the data that is collected whether by organizations, industries, social media, governments, etc., it’s important that someone can review and sift through all the noise to provide valuable insights. And that’s where you come in as a market researcher. This course will only scratch the surface and provide you a foundational understanding of this field.

In this course, you will be able to d",launched,"4 weeks of study, 2-5 hours/week",1504589093627,en,"ar, fr, bn, uk, zh-CN, el, it, pt-BR, vi, nl, ko, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl","VerifiedCert, Specialization",83,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f3/4930307d3811e789d2b5b796d300ea/GettyImages-508065515_1200px_1200px.jpg,,False,2026-05-06T11:05:54.095114Z
pINVYOCTEfCpuA4lGhMhsQ,Analyze Financial Markets with Technical Analysis,analyze-financial-markets-technical-analysis,"Learners will be able to analyze price trends, interpret technical indicators and oscillators, evaluate market cycles, and apply technical analysis across multiple asset classes including equities, fixed income, futures, currencies, options, and exchange-traded products.

This course provides a comprehensive introduction to technical analysis aligned with CMT Part I learning requirements. Learners develop a strong foundation in charting principles, trend and reversal analysis, Point & Figure tec",launched,,1769554923517,en,,"VerifiedCert, Specialization",1501,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/96/bbff7ce7af42eeaae016fe18694326/135_1.png,,False,2026-05-06T11:05:54.095121Z
-FpKiRmcEem6cA6kboa4Lg,Copyright Law,copyright-law,"Copyright law is unique in the greater intellectual property regime, as it protects original expression that is fixed in a tangible medium and is the product of authorship.  This course is designed for creative professionals — such as screenwriters, musicians, documentary filmmakers or artists — who want to understand the scope and limits of which works can enjoy U.S. copyright protection. The course will introduce students to the workings of copyright law through an examination of the system’s ",launched,"4 weeks, 3-4 hours/week",1554128381608,en,"ar, fr, bn, uk, zh-CN, el, it, pt-BR, vi, nl, ko, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl","VerifiedCert, Specialization",6,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/22/546e70618340f6a2689e3f83b4f42a/Copyright-v3-01.png,,False,2026-05-06T11:05:54.095129Z
FjD-ZB8oEeScWCIACnuVZQ,Epidemiology: The Basic Science of Public Health,epidemiology,"Often called “the cornerstone” of public health, epidemiology is the study of the distribution and determinants of diseases, health conditions, or events among populations and the application of that study to control health problems. By applying the concepts learned in this course to current public health problems and issues, students will  understand the practice of epidemiology as it relates to real life and makes for a better appreciation of public health programs and policies. This course ex",launched,5.5 hours of videos and quizzes,1412124300000,en,"ar, fr, bn, uk, zh-CN, el, it, pt-BR, vi, nl, ko, de, ps, ur, ru, th, id, sv, tr, az, es, hi, ja, kk, fa, hu, pl",VerifiedCert,77,1,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/91/eb6fa07bd62fd195025eded9cd998b/epid-mooc.jpg,,False,2026-05-06T11:05:54.095140Z
